cache_size,block_size,associativity,write_back,write_allocate,miss_rate,total_cycle
65536,256,8,1,1,0.0283739,620474
65536,256,8,1,0,0.32118,5342477
65536,256,8,0,1,0.0283739,620474
65536,256,8,0,0,0.32118,5342477
65536,256,16,1,1,0.0283739,620474
65536,256,16,1,0,0.32118,5342477
65536,256,16,0,1,0.0283739,620474
65536,256,16,0,0,0.32118,5342477
65536,256,32,1,1,0.0283739,620474
65536,256,32,1,0,0.32118,5342477
65536,256,32,0,1,0.0283739,620474
65536,256,32,0,0,0.32118,5342477
65536,512,1,1,1,0.0188832,467420
65536,512,1,1,0,0.314857,5240507
65536,512,1,0,1,0.0188832,467420
65536,512,1,0,0,0.314857,5240507
65536,512,2,1,1,0.0142054,391982
65536,512,2,1,0,0.311739,5190215
65536,512,2,0,1,0.0142054,391982
65536,512,2,0,0,0.311739,5190215
65536,512,4,1,1,0.0142054,391982
65536,512,4,1,0,0.311739,5190215
65536,512,4,0,1,0.0142054,391982
65536,512,4,0,0,0.311739,5190215
65536,512,8,1,1,0.0142054,391982
65536,512,8,1,0,0.311739,5190215
65536,512,8,0,1,0.0142054,391982
65536,512,8,0,0,0.311739,5190215
65536,512,16,1,1,0.0142054,391982
65536,512,16,1,0,0.311739,5190215
65536,512,16,0,1,0.0142054,391982
65536,512,16,0,0,0.311739,5190215
65536,512,32,1,1,0.0142054,391982
65536,512,32,1,0,0.311739,5190215
65536,512,32,0,1,0.0142054,391982
65536,512,32,0,0,0.311739,5190215
65536,1024,1,1,1,0.0165136,429206
65536,1024,1,1,0,0.313273,5214965
65536,1024,1,0,1,0.0165136,429206
65536,1024,1,0,0,0.313273,5214965
65536,1024,2,1,1,0.00712111,277736
65536,1024,2,1,0,0.307012,5113985
65536,1024,2,0,1,0.00712111,277736
65536,1024,2,0,0,0.307012,5113985
65536,1024,4,1,1,0.00712111,277736
65536,1024,4,1,0,0.307012,5113985
65536,1024,4,0,1,0.00712111,277736
65536,1024,4,0,0,0.307012,5113985
65536,1024,8,1,1,0.00712111,277736
65536,1024,8,1,0,0.307012,5113985
65536,1024,8,0,1,0.00712111,277736
65536,1024,8,0,0,0.307012,5113985
65536,1024,16,1,1,0.00712111,277736
65536,1024,16,1,0,0.307012,5113985
65536,1024,16,0,1,0.00712111,277736
65536,1024,16,0,0,0.307012,5113985
65536,1024,32,1,1,0.00712111,277736
65536,1024,32,1,0,0.307012,5113985
65536,1024,32,0,1,0.00712111,277736
65536,1024,32,0,0,0.307012,5113985
65536,2048,1,1,1,0.0224008,524147
65536,2048,1,1,0,0.317196,5278226
65536,2048,1,0,1,0.0224008,524147
65536,2048,1,0,0,0.317196,5278226
65536,2048,2,1,1,0.00357897,220613
65536,2048,2,1,0,0.304648,5075870
65536,2048,2,0,1,0.00357897,220613
65536,2048,2,0,0,0.304648,5075870
65536,2048,4,1,1,0.00357897,220613
65536,2048,4,1,0,0.304648,5075870
65536,2048,4,0,1,0.00357897,220613
65536,2048,4,0,0,0.304648,5075870
65536,2048,8,1,1,0.00357897,220613
65536,2048,8,1,0,0.304648,5075870
65536,2048,8,0,1,0.00357897,220613
65536,2048,8,0,0,0.304648,5075870
65536,2048,16,1,1,0.00357897,220613
65536,2048,16,1,0,0.304648,5075870
65536,2048,16,0,1,0.00357897,220613
65536,2048,16,0,0,0.304648,5075870
65536,2048,32,1,1,0.00357897,220613
65536,2048,32,1,0,0.304648,5075870
65536,2048,32,0,1,0.00357897,220613
65536,2048,32,0,0,0.304648,5075870
65536,4096,1,1,1,0.0394915,799763
65536,4096,1,1,0,0.32859,5461970
65536,4096,1,0,1,0.0394915,799763
65536,4096,1,0,0,0.32859,5461970
65536,4096,2,1,1,0.00181097,192101
65536,4096,2,1,0,0.30347,5056862
65536,4096,2,0,1,0.00181097,192101
65536,4096,2,0,0,0.30347,5056862
65536,4096,4,1,1,0.00181097,192101
65536,4096,4,1,0,0.30347,5056862
65536,4096,4,0,1,0.00181097,192101
65536,4096,4,0,0,0.30347,5056862
65536,4096,8,1,1,0.00181097,192101
65536,4096,8,1,0,0.30347,5056862
65536,4096,8,0,1,0.00181097,192101
65536,4096,8,0,0,0.30347,5056862
65536,4096,16,1,1,0.00181097,192101
65536,4096,16,1,0,0.30347,5056862
65536,4096,16,0,1,0.00181097,192101
65536,4096,16,0,0,0.30347,5056862
131072,1,1,1,1,0.906812,14786780
131072,1,1,1,0,0.906836,14787176
131072,1,1,0,1,0.906812,14786780
131072,1,1,0,0,0.906836,14787176
131072,1,2,1,1,0.906793,14786483
131072,1,2,1,0,0.906824,14786978
131072,1,2,0,1,0.906793,14786483
131072,1,2,0,0,0.906824,14786978
131072,1,4,1,1,0.906793,14786483
131072,1,4,1,0,0.906824,14786978
131072,1,4,0,1,0.906793,14786483
131072,1,4,0,0,0.906824,14786978
131072,1,8,1,1,0.906793,14786483
131072,1,8,1,0,0.906824,14786978
131072,1,8,0,1,0.906793,14786483
131072,1,8,0,0,0.906824,14786978
131072,1,16,1,1,0.906793,14786483
131072,1,16,1,0,0.906824,14786978
131072,1,16,0,1,0.906793,14786483
131072,1,16,0,0,0.906824,14786978
131072,1,32,1,1,0.906793,14786483
131072,1,32,1,0,0.906824,14786978
131072,1,32,0,1,0.906793,14786483
131072,1,32,0,0,0.906824,14786978
